Places hoteleres
Municipis. 2023
Font: Idescat, a partir del Departament d'Empresa i Treball.
Institut d'Estadística de Catalunya
https://www.idescat.cat/pub/?id=turall&n=6031&geo=mun&t=202300
Codi;Nom;Hotels. D'1 estrella;Hotels. De 2 estrelles;Hotels. De 3 estrelles;Hotels. De 4 estrelles;Hotels. De 4 estrelles superior;Hotels. De 5 estrelles;Hotels. Gran luxe;Hotels. Total;Hostals i pensions;Total
082969;Vallromanes;0;0;0;82;0;108;0;190;0;190
431613;Valls;0;0;166;95;0;0;0;261;0;261
259062;Valls d'Aguilar, les;0;0;0;0;0;0;0;0;0;0
252398;Valls de Valira, les;26;0;110;0;0;0;0;136;80;216
431628;Vandellòs i l'Hospitalet de l'Infant;0;81;364;184;0;0;0;629;22;651
259097;Vansa i Fórnols, la;0;0;0;20;0;0;0;20;0;20
082975;Veciana;0;0;0;0;0;0;0;0;0;0
431634;Vendrell, el;0;0;678;1551;0;0;286;2515;48;2563
172109;Ventalló;26;0;0;0;0;0;0;26;0;26
252424;Verdú;0;0;0;0;0;0;0;0;0;0
172116;Verges;0;0;0;0;0;0;0;0;39;39
431649;Vespella de Gaià;0;0;0;0;0;0;0;0;0;0
082981;Vic;0;0;180;66;52;0;0;298;28;326
172121;Vidrà;24;0;0;0;0;0;0;24;51;75
172137;Vidreres;0;0;0;0;0;0;0;0;49;49
252430;Vielha e Mijaran;349;751;1131;933;0;0;0;3164;344;3508
431652;Vilabella;0;0;0;0;0;0;0;0;0;0
172142;Vilabertran;0;0;12;0;0;0;0;12;0;12
172155;Vilablareix;0;0;0;0;0;0;0;0;0;0
082994;Vilada;0;0;0;0;0;0;0;0;0;0
172174;Viladamat;0;0;0;14;0;0;0;14;62;76
172168;Viladasens;0;0;0;0;0;0;0;0;0;0
083015;Viladecans;204;0;432;0;0;0;0;636;223;859
083008;Viladecavalls;0;0;0;0;0;0;0;0;0;0
172180;Vilademuls;0;0;40;60;0;0;0;100;15;115
172207;Viladrau;83;0;60;0;0;0;0;143;39;182
172214;Vilafant;0;0;0;0;0;0;0;0;38;38
083054;Vilafranca del Penedès;0;0;207;122;0;21;0;350;26;376
252445;Vilagrassa;0;0;63;0;0;0;0;63;0;63
172235;Vilajuïga;0;0;0;0;0;0;0;0;63;63
431750;Vilalba dels Arcs;0;20;0;0;0;0;0;20;0;20
083067;Vilalba Sasserra;0;0;0;0;0;0;0;0;0;0
252458;Vilaller;33;0;38;0;0;0;0;71;54;125
172240;Vilallonga de Ter;0;18;0;0;0;0;0;18;66;84
431665;Vilallonga del Camp;0;0;0;0;0;0;0;0;0;0
172253;Vilamacolum;0;0;0;0;0;0;0;0;0;0
172266;Vilamalla;0;0;0;0;0;0;0;0;0;0
172272;Vilamaniscle;0;0;0;0;0;0;0;0;0;0
252477;Vilamòs;0;0;0;0;0;0;0;0;0;0
172288;Vilanant;0;0;0;0;0;0;0;0;0;0
431671;Vilanova d'Escornalbou;0;0;0;0;0;0;0;0;24;24
252483;Vilanova de Bellpuig;0;0;0;0;0;0;0;0;0;0
252496;Vilanova de l'Aguda;0;0;0;0;0;0;0;0;0;0
252542;Vilanova de la Barca;32;0;0;0;0;0;0;32;28;60
252509;Vilanova de Meià;0;0;0;0;0;0;0;0;12;12
431687;Vilanova de Prades;0;0;0;0;0;0;0;0;0;0
083036;Vilanova de Sau;0;0;24;0;0;0;0;24;0;24
252516;Vilanova de Segrià;0;0;0;0;0;0;0;0;0;0
083020;Vilanova del Camí;0;0;0;0;0;0;0;0;0;0
089024;Vilanova del Vallès;0;0;0;197;0;0;0;197;0;197
083073;Vilanova i la Geltrú;81;106;133;0;0;0;0;320;34;354
431690;Vilaplana;0;0;0;0;0;0;0;0;0;0
431704;Vila-rodona;0;0;0;0;0;0;0;0;0;0
172305;Vila-sacra;0;0;0;0;0;0;0;0;0;0
252521;Vila-sana;0;0;0;0;0;0;0;0;0;0
431711;Vila-seca;42;0;0;4498;3641;292;0;8473;38;8511
082140;Vilassar de Dalt;0;0;0;66;0;0;0;66;0;66
082191;Vilassar de Mar;0;18;0;46;0;0;0;64;16;80
172229;Vilaür;0;0;0;0;0;0;0;0;0;0
431726;Vilaverd;0;0;16;0;0;0;0;16;0;16
431732;Vilella Alta, la;0;0;0;0;0;0;0;0;0;0
431747;Vilella Baixa, la;0;0;0;0;0;0;0;0;5;5
172333;Vilobí d'Onyar;0;0;66;0;0;0;0;66;0;66
083041;Vilobí del Penedès;0;0;0;0;0;0;0;0;0;0
172327;Vilopriu;0;0;0;0;0;0;0;0;0;0
252537;Vilosell, el;10;0;0;0;0;0;0;10;0;10
431763;Vimbodí i Poblet;0;99;0;0;0;0;0;99;0;99
252555;Vinaixa;0;0;0;0;0;0;0;0;0;0
431779;Vinebre;0;0;0;0;0;0;0;0;59;59
431785;Vinyols i els Arcs;0;0;112;0;0;0;0;112;0;112
083089;Viver i Serrateix;0;0;0;0;0;0;0;0;10;10
430521;Xerta;0;0;16;0;0;36;0;52;0;52
;Catalunya;15915;22259;80277;130436;31865;12182;8147;301081;25702;326783

